Icon,Name,Start Time,Grid Northing (m),Grid Easting (m),Elevation (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240720112650 2024-07-20 11:32:45.770033600 AM,7/20/2024 11:32,3490682.589,220079.785,2670.593,USER,Fixed,Corrected,None,94, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:38:59.566204500 AM,7/20/2024 11:38:60 AM,3489999.013,220621.229,2670.202,USER,Fixed,Corrected,None,249, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:39:44.847722100 AM,7/20/2024 11:39,3490300.124,220486.416,2669.182,USER,Fixed,Corrected,None,268, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.563,0.833,1.323, , , , 
 ,20240720112650 2024-07-20 11:34:20.742163400 AM,7/20/2024 11:34,3490087.018,220409.503,2672.842,USER,Fixed,Corrected,None,136, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:30:06.343115100 AM,7/20/2024 11:30,3490457.459,220157.842,2670.389,USER,Fixed,Corrected,None,19, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:36:05.379818200 AM,7/20/2024 11:36,3490354.347,220344.765,2669.796,USER,Fixed,Corrected,None,178, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:33:36.718610300 AM,7/20/2024 11:33,3490480.63,220213.935,2670.329,USER,Fixed,Corrected,None,114, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:41.822049100 AM,7/20/2024 11:34,3489941.631,220481.801,2672.369,USER,Fixed,Corrected,None,145, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:29:44.334678200 AM,7/20/2024 11:29,3490653.757,220060.454,2670.924,USER,Fixed,Corrected,None,8, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.705,1.18, , , , 
 ,20240720112650 2024-07-20 11:39:51.801466900 AM,7/20/2024 11:39,3490283.518,220514.118,2669.409,USER,Fixed,Corrected,None,270, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.564,0.833,1.324, , , , 
 ,20240720112650 2024-07-20 11:30:58.323764100 AM,7/20/2024 11:30,3489992.68,220388.058,2671.336,USER,Fixed,Corrected,None,45, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720112650 2024-07-20 11:38:21.344850500 AM,7/20/2024 11:38,3490212.699,220482.527,2671.002,USER,Fixed,Corrected,None,234, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.095, , , , 
 ,20240720112650 2024-07-20 11:31:29.766992300 AM,7/20/2024 11:31,3490002.942,220416.376,2670.316,USER,Fixed,Corrected,None,56, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:35:40.531733500 AM,7/20/2024 11:35,3490384.888,220295.713,2669.139,USER,Fixed,Corrected,None,171, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720115140 2024-07-20 11:56:28.512328900 AM,7/20/2024 11:56,3490112.278,220720.174,2634.425,USER,Fixed,Corrected,None,52, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.439,0.728,1.241, , , , 
 ,20240720112650 2024-07-20 11:39:05.429483400 AM,7/20/2024 11:39,3490037.101,220603.58,2668.753,USER,Fixed,Corrected,None,251, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:34:45.781889000 AM,7/20/2024 11:34,3489949.897,220501.966,2671.866,USER,Fixed,Corrected,None,146, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:32:29.731503500 AM,7/20/2024 11:32,3490538.902,220150.552,2671.459,USER,Fixed,Corrected,None,86, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.698,1.16, , , , 
 ,20240720112650 2024-07-20 11:34:16.738320800 AM,7/20/2024 11:34,3490122.455,220391.667,2672.527,USER,Fixed,Corrected,None,134, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:36:43.384501700 AM,7/20/2024 11:36,3490014.452,220513.264,2670.856,USER,Fixed,Corrected,None,197, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:33:05.782272600 AM,7/20/2024 11:33,3490698.512,220085.424,2670.069,USER,Fixed,Corrected,None,101, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:08.334512700 AM,7/20/2024 11:30,3490439.663,220166.752,2670.308,USER,Fixed,Corrected,None,20, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:37:33.838999700 AM,7/20/2024 11:37,3490246.981,220431.533,2668.739,USER,Fixed,Corrected,None,217, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:36:47.388567700 AM,7/20/2024 11:36,3489978.767,220531.058,2670.69,USER,Fixed,Corrected,None,199, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:02.340079800 AM,7/20/2024 11:31,3489956.489,220405.913,2671.485,USER,Fixed,Corrected,None,47, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.163, , , , 
 ,20240720115140 2024-07-20 11:55:48.182948600 AM,7/20/2024 11:55,3490080.021,220684.165,2635.391,USER,Fixed,Corrected,None,39, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.435,0.728,1.236, , , , 
 ,20240720112650 2024-07-20 11:34:14.713701000 AM,7/20/2024 11:34,3490140.534,220382.88,2671.631,USER,Fixed,Corrected,None,133, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:39:11.431021000 AM,7/20/2024 11:39,3490091.202,220576.018,2669.151,USER,Fixed,Corrected,None,254, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720115140 2024-07-20 11:55:00.673410400 AM,7/20/2024 11:55,3490099.372,220640.858,2634.108,USER,Fixed,Corrected,None,21, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.43,0.728,1.23, , , , 
 ,20240720112650 2024-07-20 11:35:16.519813500 AM,7/20/2024 11:35,3490169.758,220402.209,2669.569,USER,Fixed,Corrected,None,159, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720115140 2024-07-20 11:56:37.005076400 AM,7/20/2024 11:56,3490090.354,220745.836,2634.49,USER,Fixed,Corrected,None,56, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.44,0.729,1.242, , , , 
 ,20240720115140 2024-07-20 11:54:54.666923300 AM,7/20/2024 11:54,3490045.601,220667.584,2634.277,USER,Fixed,Corrected,None,18, ,BYCODE(0), ,0.016,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.429,0.728,1.23, , , , 
 ,20240720112650 2024-07-20 11:31:47.753056000 AM,7/20/2024 11:31,3490163.71,220336.892,2670.52,USER,Fixed,Corrected,None,65, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:39:57.488147000 AM,7/20/2024 11:39,3490245.05,220532.876,2670.235,USER,Fixed,Corrected,None,272, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.566,0.833,1.325, , , , 
 ,20240720112650 2024-07-20 11:39:15.447564100 AM,7/20/2024 11:39,3490126.981,220558.249,2669.373,USER,Fixed,Corrected,None,256, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:35:49.529318800 AM,7/20/2024 11:35,3490412.777,220281.745,2669.761,USER,Fixed,Corrected,None,173, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:33:03.793103700 AM,7/20/2024 11:33,3490714.055,220073.422,2670.256,USER,Fixed,Corrected,None,100, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:39:07.420926600 AM,7/20/2024 11:39,3490055.227,220593.96,2668.841,USER,Fixed,Corrected,None,252, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:35:20.538046400 AM,7/20/2024 11:35,3490205.922,220384.405,2668.871,USER,Fixed,Corrected,None,161, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:00.315337400 AM,7/20/2024 11:31,3489974.817,220396.803,2671.342,USER,Fixed,Corrected,None,46, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.163, , , , 
 ,20240720115140 2024-07-20 11:54:56.660283100 AM,7/20/2024 11:54,3490063.54,220658.649,2634.049,USER,Fixed,Corrected,None,19, ,BYCODE(0), ,0.016,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.429,0.728,1.23, , , , 
 ,20240720112650 2024-07-20 11:37:37.865501600 AM,7/20/2024 11:37,3490283.14,220413.624,2669.095,USER,Fixed,Corrected,None,219, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:55:50.174375500 AM,7/20/2024 11:55,3490062.171,220693.077,2635.885,USER,Fixed,Corrected,None,40, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.435,0.728,1.236, , , , 
 ,20240720112650 2024-07-20 11:33:56.737614200 AM,7/20/2024 11:33,3490301.998,220303.221,2670.069,USER,Fixed,Corrected,None,124, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:30:38.333968400 AM,7/20/2024 11:30,3490171.408,220299.615,2671.351,USER,Fixed,Corrected,None,35, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720112650 2024-07-20 11:35:18.548541800 AM,7/20/2024 11:35,3490188.045,220393.111,2669.287,USER,Fixed,Corrected,None,160, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:14.900589200 AM,7/20/2024 11:31,3489926.441,220445.499,2670.239,USER,Fixed,Corrected,None,51, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.7,1.163, , , , 
 ,20240720112650 2024-07-20 11:29:58.356218100 AM,7/20/2024 11:29,3490528.988,220122.503,2670.542,USER,Fixed,Corrected,None,15, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:33:24.744700200 AM,7/20/2024 11:33,3490587.479,220160.688,2670.165,USER,Fixed,Corrected,None,108, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:33.751877300 AM,7/20/2024 11:31,3490038.526,220398.788,2670.45,USER,Fixed,Corrected,None,58, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:29:48.347040400 AM,7/20/2024 11:29,3490618.159,220078.076,2670.569,USER,Fixed,Corrected,None,10, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.705,1.18, , , , 
 ,20240720112650 2024-07-20 11:33:58.731266000 AM,7/20/2024 11:33,3490283.935,220311.925,2669.901,USER,Fixed,Corrected,None,125, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:36:09.395818500 AM,7/20/2024 11:36,3490318.487,220362.4,2669.629,USER,Fixed,Corrected,None,180, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:30.314108600 AM,7/20/2024 11:30,3490243.208,220264.155,2670.978,USER,Fixed,Corrected,None,31, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720112650 2024-07-20 11:37:41.875470600 AM,7/20/2024 11:37,3490318.983,220396.142,2669.738,USER,Fixed,Corrected,None,221, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720115140 2024-07-20 11:54:50.967540000 AM,7/20/2024 11:54,3490025.487,220677.498,2634.837,USER,Fixed,Corrected,None,17, ,BYCODE(0), ,0.017,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.429,0.728,1.229, , , , 
 ,20240720112650 2024-07-20 11:39:13.420708900 AM,7/20/2024 11:39,3490108.873,220567.287,2669.32,USER,Fixed,Corrected,None,255, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720115140 2024-07-20 11:56:40.770818900 AM,7/20/2024 11:56,3490070.545,220755.828,2634.355,USER,Fixed,Corrected,None,57, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.44,0.729,1.242, , , , 
 ,20240720112650 2024-07-20 11:39:09.445604800 AM,7/20/2024 11:39,3490073.399,220584.891,2668.906,USER,Fixed,Corrected,None,253, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:38:25.323812700 AM,7/20/2024 11:38,3490177.294,220500.282,2669.162,USER,Fixed,Corrected,None,236, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:36:07.408511900 AM,7/20/2024 11:36,3490336.102,220353.657,2669.722,USER,Fixed,Corrected,None,179, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:10.363351300 AM,7/20/2024 11:30,3490421.508,220175.611,2670.313,USER,Fixed,Corrected,None,21, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:34:24.721236700 AM,7/20/2024 11:34,3490051.338,220427.177,2672.542,USER,Fixed,Corrected,None,138, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:32:39.761202800 AM,7/20/2024 11:32,3490628.594,220106.443,2671.314,USER,Fixed,Corrected,None,91, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:38:19.336710500 AM,7/20/2024 11:38,3490230.565,220473.545,2671.502,USER,Fixed,Corrected,None,233, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.095, , , , 
 ,20240720112650 2024-07-20 11:31:35.745588300 AM,7/20/2024 11:31,3490056.321,220389.949,2670.505,USER,Fixed,Corrected,None,59, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:32:31.760353800 AM,7/20/2024 11:32,3490557.124,220141.582,2671.632,USER,Fixed,Corrected,None,87, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:36:13.390995500 AM,7/20/2024 11:36,3490282.9,220380.184,2669.288,USER,Fixed,Corrected,None,182, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720115140 2024-07-20 11:54:58.683813600 AM,7/20/2024 11:54,3490081.609,220649.75,2633.992,USER,Fixed,Corrected,None,20, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.429,0.728,1.23, , , , 
 ,20240720112650 2024-07-20 11:31:51.762905800 AM,7/20/2024 11:31,3490199.528,220319.102,2670.66,USER,Fixed,Corrected,None,67, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:34:58.521229000 AM,7/20/2024 11:34,3490008.867,220482.012,2670.809,USER,Fixed,Corrected,None,150, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:33:38.741442000 AM,7/20/2024 11:33,3490462.509,220222.897,2670.417,USER,Fixed,Corrected,None,115, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:11.761725900 AM,7/20/2024 11:32,3490378.202,220230.306,2670.637,USER,Fixed,Corrected,None,77, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:32:33.749685000 AM,7/20/2024 11:32,3490574.913,220132.816,2671.789,USER,Fixed,Corrected,None,88, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:38:23.334398300 AM,7/20/2024 11:38,3490195.094,220491.499,2670.026,USER,Fixed,Corrected,None,235, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.095, , , , 
 ,20240720112650 2024-07-20 11:35:24.518930000 AM,7/20/2024 11:35,3490241.413,220366.617,2667.937,USER,Fixed,Corrected,None,163, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:32.747629200 AM,7/20/2024 11:34,3489979.797,220462.966,2672.034,USER,Fixed,Corrected,None,142, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:36:15.409736600 AM,7/20/2024 11:36,3490264.796,220389.039,2669.561,USER,Fixed,Corrected,None,183, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:55.745078800 AM,7/20/2024 11:31,3490235.078,220301.488,2670.764,USER,Fixed,Corrected,None,69, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:37:45.858521000 AM,7/20/2024 11:37,3490354.35,220378.418,2669.664,USER,Fixed,Corrected,None,223, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:27.348609700 AM,7/20/2024 11:38,3490159.021,220509.143,2669.035,USER,Fixed,Corrected,None,237, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:30:42.322974000 AM,7/20/2024 11:30,3490135.782,220317.036,2671.376,USER,Fixed,Corrected,None,37, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.359,0.7,1.164, , , , 
 ,20240720112650 2024-07-20 11:33:44.740792000 AM,7/20/2024 11:33,3490408.937,220249.542,2670.396,USER,Fixed,Corrected,None,118, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:33:42.711974600 AM,7/20/2024 11:33,3490427.092,220240.531,2670.339,USER,Fixed,Corrected,None,117, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:02.714079900 AM,7/20/2024 11:34,3490248.352,220329.546,2670.392,USER,Fixed,Corrected,None,127, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:36:53.183153900 AM,7/20/2024 11:36,3489965.211,220537.549,2670.428,USER,Fixed,Corrected,None,200, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:37:43.869122700 AM,7/20/2024 11:37,3490336.574,220387.528,2669.385,USER,Fixed,Corrected,None,222, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:37:05.862708800 AM,7/20/2024 11:37,3489996.663,220555.732,2668.948,USER,Fixed,Corrected,None,203, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:29.335789400 AM,7/20/2024 11:38,3490141.171,220517.911,2669.3,USER,Fixed,Corrected,None,238, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:32:27.742274300 AM,7/20/2024 11:32,3490521.109,220159.258,2671.379,USER,Fixed,Corrected,None,85, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.698,1.16, , , , 
 ,20240720112650 2024-07-20 11:30:20.312626400 AM,7/20/2024 11:30,3490332.394,220219.794,2671.394,USER,Fixed,Corrected,None,26, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:33:13.785857200 AM,7/20/2024 11:33,3490635.086,220134.055,2671.004,USER,Fixed,Corrected,None,105, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:02.332996400 AM,7/20/2024 11:30,3490493.471,220140.033,2670.24,USER,Fixed,Corrected,None,17, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
